業務	BUC	先	アクティビティ	次	UC	関連モデル1	関連オブジェクト1	関連モデル2	関連オブジェクト2	説明	立場
会議室貸出業務	会議室貸出フロー	""	予約内容を確認する	""	利用者使用許諾する	画面	利用者許諾画面	アクター	会議室オーナー	""	""
会議室貸出業務	会議室貸出フロー	""	鍵を貸し出す	""	鍵を貸し出す	情報	鍵	""	""	オーナーが利用者に鍵を渡し貸出を記録する	""
会議室貸出業務	会議室貸出フロー	""	鍵を貸し出す	""	鍵を貸し出す	画面	鍵管理画面	アクター	会議室オーナー	""	""
会議室貸出業務	会議室貸出フロー	""	鍵を返却する	""	鍵を返却する	情報	鍵	""	""	利用者から鍵を返却し利用終了を記録する	""
会議室貸出業務	会議室貸出フロー	""	鍵を返却する	""	鍵を返却する	画面	鍵返却画面	アクター	会議室オーナー	""	""
会議室貸出業務	会議室貸出フロー	""	利用者を評価する	""	利用者評価を登録する	情報	利用者評価	""	""	オーナーが利用者の評価を登録する	""
会議室貸出業務	会議室貸出フロー	""	利用者を評価する	""	利用者評価を登録する	画面	利用者評価登録画面	アクター	会議室オーナー	""	""
会議室貸出業務	問合せ対応フロー	""	問合せを送信する	""	問合せを送信する	情報	問合せ	""	""	利用者がオーナーへ問合せを送信する	""
会議室貸出業務	問合せ対応フロー	""	問合せを送信する	""	問合せを送信する	画面	問合せ送信画面	アクター	利用者	""	""
会議室貸出業務	問合せ対応フロー	""	問合せに回答する	""	問合せに回答する	情報	問合せ	""	""	オーナーが利用者の問合せに回答する	""
会議室貸出業務	問合せ対応フロー	""	問合せに回答する	""	問合せに回答する	画面	問合せ回答画面	アクター	会議室オーナー	""	""
会議室予約業務	会議室予約フロー	""	会議室を検索する	""	会議室を照会する	情報	会議室情報	""	""	利用者が条件で会議室を検索する	""
会議室予約業務	会議室予約フロー	""	会議室を検索する	""	会議室を照会する	情報	会議室評価	""	""	""	""
会議室予約業務	会議室予約フロー	""	会議室を検索する	""	会議室を照会する	画面	会議室検索画面	アクター	利用者	""	""
会議室予約業務	会議室予約フロー	""	会議室を予約する	""	会議室を予約する	情報	予約情報	""	""	利用者が会議室を選択し予約と決済方法を設定する	""
会議室予約業務	会議室予約フロー	""	会議室を予約する	""	会議室を予約する	情報	決済情報	""	""	""	""
会議室予約業務	会議室予約フロー	""	会議室を予約する	""	会議室を予約する	画面	会議室予約画面	アクター	利用者	""	""
会議室予約業務	予約変更取消フロー	""	予約を変更する	""	予約を変更する	情報	予約情報	""	""	利用者が予約内容を変更する	""
会議室予約業務	予約変更取消フロー	""	予約を変更する	""	予約を変更する	画面	予約変更画面	アクター	利用者	""	""
会議室予約業務	予約変更取消フロー	""	予約を取り消す	""	予約を取消する	情報	予約情報	""	""	利用者が予約を取り消す	""
会議室予約業務	予約変更取消フロー	""	予約を取り消す	""	予約を取消する	条件	キャンセルポリシー	""	""	""	""
会議室予約業務	予約変更取消フロー	""	予約を取り消す	""	予約を取消する	画面	予約取消画面	アクター	利用者	""	""
評価管理業務	評価登録フロー	""	評価を入力する	""	評価を登録する	情報	会議室評価	""	""	利用者が利用した会議室とホストの評価を登録する	""
評価管理業務	評価登録フロー	""	評価を入力する	""	評価を登録する	画面	評価登録画面	アクター	利用者	""	""
利用実績管理業務	利用実績管理フロー	""	利用実績を確認する	""	利用実績を確認する	情報	利用実績	""	""	オーナーが会議室の利用実績を確認する	""
利用実績管理業務	利用実績管理フロー	""	利用実績を確認する	""	利用実績を確認する	画面	利用実績確認画面	アクター	会議室オーナー	""	""
利用実績管理業務	利用実績管理フロー	""	売上実績を確認する	""	売上実績を確認する	情報	売上実績	""	""	オーナーが売上実績を確認する	""
利用実績管理業務	利用実績管理フロー	""	売上実績を確認する	""	売上実績を確認する	画面	売上実績確認画面	アクター	会議室オーナー	""	""
サービス運営業務	サービス運営管理フロー	""	手数料売上を分析する	""	手数料売上を分析する	情報	手数料売上	""	""	サービス運営担当者が手数料売上を分析する	""
サービス運営業務	サービス運営管理フロー	""	手数料売上を分析する	""	手数料売上を分析する	画面	手数料売上分析画面	アクター	サービス運営担当者	""	""
サービス運営業務	利用状況管理フロー	""	利用履歴を管理する	""	利用履歴を管理する	情報	利用履歴	""	""	サービス運営担当者が利用履歴を管理する	""
サービス運営業務	利用状況管理フロー	""	利用履歴を管理する	""	利用履歴を管理する	画面	利用履歴管理画面	アクター	サービス運営担当者	""	""
サービス運営業務	利用状況管理フロー	""	利用状況を分析する	""	利用状況を分析する	情報	利用履歴	""	""	サービス運営担当者が利用状況を分析する	""
サービス運営業務	利用状況管理フロー	""	利用状況を分析する	""	利用状況を分析する	画面	利用状況分析画面	アクター	サービス運営担当者	""	""
サービス運営業務	サービス問合せ対応フロー	""	サービスへの問合せを送信する	""	サービス問合せを送信する	情報	問合せ	""	""	利用者がサービスに関する問合せを送信する	""
サービス運営業務	サービス問合せ対応フロー	""	サービスへの問合せを送信する	""	サービス問合せを送信する	画面	サービス問合せ画面	アクター	利用者	""	""
サービス運営業務	サービス問合せ対応フロー	""	サービス問合せに対応する	""	サービス問合せに対応する	情報	問合せ	""	""	サービス運営担当者が問合せに対応する	""
サービス運営業務	サービス問合せ対応フロー	""	サービス問合せに対応する	""	サービス問合せに対応する	画面	サービス問合せ対応画面	アクター	サービス運営担当者	""	""
精算業務	オーナー精算フロー	""	精算内容を確認する	""	精算内容を確認する	情報	精算情報	""	""	オーナーが精算額を確認する	""
精算業務	オーナー精算フロー	""	精算内容を確認する	""	精算内容を確認する	画面	精算確認画面	アクター	会議室オーナー	""	""
精算業務	オーナー精算フロー	""	精算処理を実行する	""	オーナー精算を実行する	情報	精算情報	""	""	サービス運営担当者が月末精算処理を実行しオーナーに支払う	""
精算業務	オーナー精算フロー	""	精算処理を実行する	""	オーナー精算を実行する	情報	利用実績	""	""	""	""
精算業務	オーナー精算フロー	""	精算処理を実行する	""	オーナー精算を実行する	条件	精算ルール	""	""	""	""
精算業務	オーナー精算フロー	""	精算処理を実行する	""	オーナー精算を実行する	イベント	精算依頼	外部システム	決済機関	""	""
精算業務	オーナー精算フロー	""	精算処理を実行する	""	オーナー精算を実行する	画面	精算実行画面	アクター	サービス運営担当者	""	""
