業務	BUC	先	アクティビティ	次	UC	関連モデル1	関連オブジェクト1	関連モデル2	関連オブジェクト2	説明	立場
評価管理業務	会議室評価登録フロー	""	会議室評価入力	""	会議室を評価する	条件	評価登録条件	""	""	""	""
評価管理業務	会議室評価登録フロー	""	会議室評価入力	""	会議室を評価する	画面	会議室評価入力画面	アクター	利用者	""	""
評価管理業務	会議室評価登録フロー	""	会議室評価受領	""	会議室評価を受領する	情報	会議室評価	""	""	会議室オーナーが利用者からの評価を受領する	""
評価管理業務	会議室評価登録フロー	""	会議室評価受領	""	会議室評価を受領する	画面	会議室評価通知画面	アクター	会議室オーナー	""	""
評価管理業務	会議室評価確認フロー	""	評価一覧確認	""	会議室評価一覧を確認する	情報	会議室評価	""	""	会議室オーナーが自身の会議室に対する評価の一覧を確認する	""
評価管理業務	会議室評価確認フロー	""	評価一覧確認	""	会議室評価一覧を確認する	情報	会議室	""	""	""	""
評価管理業務	会議室評価確認フロー	""	評価一覧確認	""	会議室評価一覧を確認する	画面	会議室評価一覧画面	アクター	会議室オーナー	""	""
評価管理業務	会議室評価確認フロー	""	評価公開	""	評価を公開する	情報	会議室評価	""	""	利用者が登録した評価が会議室オーナーに公開される	""
評価管理業務	会議室評価確認フロー	""	評価公開	""	評価を公開する	画面	評価公開画面	アクター	利用者	""	""
利用実績管理業務	売上実績管理フロー	""	売上実績確認	""	売上実績を確認する	情報	売上実績	""	""	会議室オーナーが会議室の売上実績を確認する	""
利用実績管理業務	売上実績管理フロー	""	売上実績確認	""	売上実績を確認する	情報	会議室	""	""	""	""
利用実績管理業務	売上実績管理フロー	""	売上実績確認	""	売上実績を確認する	画面	売上実績確認画面	アクター	会議室オーナー	""	""
利用実績管理業務	売上実績管理フロー	""	売上実績集計	""	売上実績を集計する	情報	売上実績	""	""	サービス運営担当者が会議室ごとの売上実績を集計する	""
利用実績管理業務	売上実績管理フロー	""	売上実績集計	""	売上実績を集計する	情報	利用実績	""	""	""	""
利用実績管理業務	売上実績管理フロー	""	売上実績集計	""	売上実績を集計する	情報	会議室	""	""	""	""
利用実績管理業務	売上実績管理フロー	""	売上実績集計	""	売上実績を集計する	画面	売上実績集計画面	アクター	サービス運営担当者	""	""
利用実績管理業務	利用履歴管理フロー	""	利用履歴把握	""	利用履歴を把握する	情報	利用実績	""	""	サービス運営担当者が会員別・物件別の利用履歴の全体状況を把握する	""
利用実績管理業務	利用履歴管理フロー	""	利用履歴把握	""	利用履歴を把握する	情報	利用者	""	""	""	""
利用実績管理業務	利用履歴管理フロー	""	利用履歴把握	""	利用履歴を把握する	情報	会議室	""	""	""	""
利用実績管理業務	利用履歴管理フロー	""	利用履歴把握	""	利用履歴を把握する	画面	利用履歴ダッシュボード画面	アクター	サービス運営担当者	""	""
利用実績管理業務	利用履歴管理フロー	""	利用履歴確認	""	利用履歴を確認する	情報	利用実績	""	""	サービス運営担当者が会員別・物件別の利用履歴を確認する	""
利用実績管理業務	利用履歴管理フロー	""	利用履歴確認	""	利用履歴を確認する	情報	利用者	""	""	""	""
利用実績管理業務	利用履歴管理フロー	""	利用履歴確認	""	利用履歴を確認する	情報	会議室	""	""	""	""
利用実績管理業務	利用履歴管理フロー	""	利用履歴確認	""	利用履歴を確認する	画面	利用履歴詳細画面	アクター	サービス運営担当者	""	""
利用実績管理業務	利用履歴管理フロー	""	利用履歴参照	""	利用履歴を参照する	情報	利用実績	""	""	利用者が自身の利用履歴を参照する	""
利用実績管理業務	利用履歴管理フロー	""	利用履歴参照	""	利用履歴を参照する	画面	マイ利用履歴画面	アクター	利用者	""	""
利用実績管理業務	会議室利用状況分析フロー	""	利用状況把握	""	利用状況を把握する	情報	利用実績	""	""	サービス運営担当者が会議室の利用状況の全体像を把握する	""
利用実績管理業務	会議室利用状況分析フロー	""	利用状況把握	""	利用状況を把握する	情報	会議室	""	""	""	""
利用実績管理業務	会議室利用状況分析フロー	""	利用状況把握	""	利用状況を把握する	画面	利用状況ダッシュボード画面	アクター	サービス運営担当者	""	""
利用実績管理業務	会議室利用状況分析フロー	""	利用状況分析	""	会議室利用状況を分析する	情報	利用実績	""	""	サービス運営担当者が会議室の利用状況を分析する	""
利用実績管理業務	会議室利用状況分析フロー	""	利用状況分析	""	会議室利用状況を分析する	情報	会議室	""	""	""	""
利用実績管理業務	会議室利用状況分析フロー	""	利用状況分析	""	会議室利用状況を分析する	画面	利用状況分析画面	アクター	サービス運営担当者	""	""
利用実績管理業務	会議室利用状況分析フロー	""	利用状況参照	""	利用状況を参照する	情報	利用実績	""	""	利用者が会議室の利用状況を参照する	""
利用実績管理業務	会議室利用状況分析フロー	""	利用状況参照	""	利用状況を参照する	情報	会議室	""	""	""	""
利用実績管理業務	会議室利用状況分析フロー	""	利用状況参照	""	利用状況を参照する	画面	会議室利用状況画面	アクター	利用者	""	""
サービス運営業務	手数料売上分析フロー	""	手数料売上確認	""	手数料売上を確認する	情報	手数料売上	""	""	サービス運営担当者が手数料売上の状況を確認する	""
サービス運営業務	手数料売上分析フロー	""	手数料売上確認	""	手数料売上を確認する	情報	売上実績	""	""	""	""
サービス運営業務	手数料売上分析フロー	""	手数料売上確認	""	手数料売上を確認する	画面	手数料売上確認画面	アクター	サービス運営担当者	""	""
サービス運営業務	手数料売上分析フロー	""	手数料売上分析	""	手数料売上を分析する	情報	手数料売上	""	""	サービス運営担当者が会議室別・貸出別の手数料売上を分析する	""
サービス運営業務	手数料売上分析フロー	""	手数料売上分析	""	手数料売上を分析する	情報	売上実績	""	""	""	""
サービス運営業務	手数料売上分析フロー	""	手数料売上分析	""	手数料売上を分析する	情報	会議室	""	""	""	""
サービス運営業務	手数料売上分析フロー	""	手数料売上分析	""	手数料売上を分析する	条件	手数料計算条件	""	""	""	""
サービス運営業務	手数料売上分析フロー	""	手数料売上分析	""	手数料売上を分析する	画面	手数料売上分析画面	アクター	サービス運営担当者	""	""
サービス運営業務	手数料売上分析フロー	""	手数料明細確認	""	手数料明細を確認する	情報	手数料売上	""	""	会議室オーナーが手数料の明細を確認する	""
サービス運営業務	手数料売上分析フロー	""	手数料明細確認	""	手数料明細を確認する	情報	売上実績	""	""	""	""
サービス運営業務	手数料売上分析フロー	""	手数料明細確認	""	手数料明細を確認する	画面	手数料明細画面	アクター	会議室オーナー	""	""
サービス運営業務	運用管理フロー	""	運用状況把握	""	運用状況を把握する	情報	利用実績	""	""	サービス運営担当者がサービス全体の運用状況を把握する	""
サービス運営業務	運用管理フロー	""	運用状況把握	""	運用状況を把握する	情報	会議室	""	""	""	""
サービス運営業務	運用管理フロー	""	運用状況把握	""	運用状況を把握する	画面	運用状況ダッシュボード画面	アクター	サービス運営担当者	""	""
サービス運営業務	運用管理フロー	""	サービス運用管理	""	サービス全体を管理する	情報	会議室	""	""	サービス運営担当者がサービス全体の運用を管理する	""
サービス運営業務	運用管理フロー	""	サービス運用管理	""	サービス全体を管理する	情報	オーナー	""	""	""	""
サービス運営業務	運用管理フロー	""	サービス運用管理	""	サービス全体を管理する	情報	利用者	""	""	""	""
サービス運営業務	運用管理フロー	""	サービス運用管理	""	サービス全体を管理する	画面	サービス運用管理画面	アクター	サービス運営担当者	""	""
サービス運営業務	運用管理フロー	""	運用状況確認	""	運用状況を確認する	情報	会議室	""	""	会議室オーナーがサービスの運用状況を確認する	""
サービス運営業務	運用管理フロー	""	運用状況確認	""	運用状況を確認する	画面	オーナー運用状況画面	アクター	会議室オーナー	""	""
サービス運営業務	サービス問合せ対応フロー	""	サービス問合せ登録	""	サービスへ問合せを登録する	情報	問合せ	""	""	利用者がサービスに関する問合せを登録する	""
サービス運営業務	サービス問合せ対応フロー	""	サービス問合せ登録	""	サービスへ問合せを登録する	条件	問合せ対応条件	""	""	""	""
サービス運営業務	サービス問合せ対応フロー	""	サービス問合せ登録	""	サービスへ問合せを登録する	画面	サービス問合せ画面	アクター	利用者	""	""
サービス運営業務	サービス問合せ対応フロー	""	サービス問合せ回答	""	サービス問合せに回答する	情報	問合せ	""	""	サービス運営担当者が利用者からのサービス問合せに回答する	""
サービス運営業務	サービス問合せ対応フロー	""	サービス問合せ回答	""	サービス問合せに回答する	条件	問合せ対応条件	""	""	""	""
サービス運営業務	サービス問合せ対応フロー	""	サービス問合せ回答	""	サービス問合せに回答する	画面	サービス問合せ回答画面	アクター	サービス運営担当者	""	""
決済清算業務	利用料決済フロー	""	利用料確認	""	利用料を確認する	情報	利用実績	""	""	利用者が会議室利用後の利用料を確認する	""
決済清算業務	利用料決済フロー	""	利用料確認	""	利用料を確認する	情報	決済	""	""	""	""
決済清算業務	利用料決済フロー	""	利用料確認	""	利用料を確認する	条件	利用後引落し条件	""	""	""	""
決済清算業務	利用料決済フロー	""	利用料確認	""	利用料を確認する	画面	利用料明細画面	アクター	利用者	""	""
決済清算業務	利用料決済フロー	""	利用料引落	""	利用料を引き落とす	情報	決済	""	""	サービス運営担当者が利用者の登録済み決済手段から利用料を引き落とす	""
決済清算業務	利用料決済フロー	""	利用料引落	""	利用料を引き落とす	情報	利用実績	""	""	""	""
決済清算業務	利用料決済フロー	""	利用料引落	""	利用料を引き落とす	情報	利用者	""	""	""	""
決済清算業務	利用料決済フロー	""	利用料引落	""	利用料を引き落とす	条件	利用後引落し条件	""	""	""	""
決済清算業務	利用料決済フロー	""	利用料引落	""	利用料を引き落とす	画面	利用料引落管理画面	アクター	サービス運営担当者	""	""
決済清算業務	利用料決済フロー	""	利用料引落	""	利用料を引き落とす	イベント	利用料引落依頼	外部システム	決済機関	""	""
決済清算業務	オーナー清算フロー	""	精算額確認	""	精算額を確認する	情報	清算	""	""	会議室オーナーが月末の精算額を確認する	""
決済清算業務	オーナー清算フロー	""	精算額確認	""	精算額を確認する	情報	売上実績	""	""	""	""
決済清算業務	オーナー清算フロー	""	精算額確認	""	精算額を確認する	条件	月末オーナー精算条件	""	""	""	""
決済清算業務	オーナー清算フロー	""	精算額確認	""	精算額を確認する	画面	精算額確認画面	アクター	会議室オーナー	""	""
決済清算業務	オーナー清算フロー	""	精算額算出	""	精算額を算出する	情報	清算	""	""	サービス運営担当者が会議室別の利用履歴から手数料を差し引いた精算額を算出する	""
決済清算業務	オーナー清算フロー	""	精算額算出	""	精算額を算出する	情報	売上実績	""	""	""	""
決済清算業務	オーナー清算フロー	""	精算額算出	""	精算額を算出する	情報	利用実績	""	""	""	""
決済清算業務	オーナー清算フロー	""	精算額算出	""	精算額を算出する	情報	手数料売上	""	""	""	""
決済清算業務	オーナー清算フロー	""	精算額算出	""	精算額を算出する	条件	月末オーナー精算条件	""	""	""	""
決済清算業務	オーナー清算フロー	""	精算額算出	""	精算額を算出する	条件	手数料計算条件	""	""	""	""
決済清算業務	オーナー清算フロー	""	精算額算出	""	精算額を算出する	画面	精算額算出画面	アクター	サービス運営担当者	""	""
決済清算業務	オーナー清算フロー	""	オーナー精算実行	""	オーナーへ精算を実行する	情報	清算	""	""	サービス運営担当者が決済機関経由でオーナーへの精算を実行する	""
決済清算業務	オーナー清算フロー	""	オーナー精算実行	""	オーナーへ精算を実行する	情報	オーナー	""	""	""	""
決済清算業務	オーナー清算フロー	""	オーナー精算実行	""	オーナーへ精算を実行する	条件	月末オーナー精算条件	""	""	""	""
決済清算業務	オーナー清算フロー	""	オーナー精算実行	""	オーナーへ精算を実行する	画面	精算実行管理画面	アクター	サービス運営担当者	""	""
決済清算業務	オーナー清算フロー	""	オーナー精算実行	""	オーナーへ精算を実行する	イベント	オーナー精算振込依頼	外部システム	決済機関	""	""
