業務	BUC	先	アクティビティ	次	UC	関連モデル1	関連オブジェクト1	関連モデル2	関連オブジェクト2	説明	立場
会議室貸出業務	会議室貸出フロー	""	利用者を確認する	""	利用許諾を判定する	情報	利用者評価	""	""	利用者の過去評価を確認し使用許諾する	""
会議室貸出業務	会議室貸出フロー	""	利用者を確認する	""	利用許諾を判定する	情報	予約情報	""	""	""	""
会議室貸出業務	会議室貸出フロー	""	利用者を確認する	""	利用許諾を判定する	条件	利用許諾条件	""	""	""	""
会議室貸出業務	会議室貸出フロー	""	利用者を確認する	""	利用許諾を判定する	画面	利用許諾画面	アクター	会議室オーナー	""	""
会議室貸出業務	会議室貸出フロー	""	鍵を貸し出す	""	鍵を貸出する	情報	鍵情報	""	""	会議室の鍵を利用者に貸し出す	""
会議室貸出業務	会議室貸出フロー	""	鍵を貸し出す	""	鍵を貸出する	画面	鍵貸出画面	アクター	会議室オーナー	""	""
会議室貸出業務	会議室貸出フロー	""	鍵の返却を受ける	""	鍵を返却する	情報	鍵情報	""	""	利用者から鍵の返却を受け利用終了とする	""
会議室貸出業務	会議室貸出フロー	""	鍵の返却を受ける	""	鍵を返却する	画面	鍵返却画面	アクター	会議室オーナー	""	""
会議室貸出業務	会議室貸出フロー	""	利用者を評価する	""	利用者を評価する	情報	利用者評価	""	""	利用者の利用態度等を評価し記録する	""
会議室貸出業務	会議室貸出フロー	""	利用者を評価する	""	利用者を評価する	画面	利用者評価画面	アクター	会議室オーナー	""	""
会議室貸出業務	問合せ対応フロー	""	オーナーに問合せる	""	オーナーに問合せる	情報	問合せ	""	""	会議室オーナーに質問を送信する	""
会議室貸出業務	問合せ対応フロー	""	オーナーに問合せる	""	オーナーに問合せる	画面	問合せ送信画面	アクター	利用者	""	""
会議室貸出業務	問合せ対応フロー	""	問合せに回答する	""	問合せに回答する	情報	問合せ	""	""	利用者からの問合せに回答する	""
会議室貸出業務	問合せ対応フロー	""	問合せに回答する	""	問合せに回答する	画面	問合せ回答画面	アクター	会議室オーナー	""	""
評価業務	評価登録フロー	""	評価結果を確認する	""	評価結果を確認する	情報	会議室評価	""	""	自身への評価を確認する	""
評価業務	評価登録フロー	""	評価結果を確認する	""	評価結果を確認する	画面	評価結果一覧画面	アクター	会議室オーナー	""	""
評価業務	評価登録フロー	""	会議室を評価する	""	会議室を評価する	情報	会議室評価	""	""	利用した会議室の評価を登録する	""
評価業務	評価登録フロー	""	会議室を評価する	""	会議室を評価する	情報	予約情報	""	""	""	""
評価業務	評価登録フロー	""	会議室を評価する	""	会議室を評価する	画面	会議室評価画面	アクター	利用者	""	""
評価業務	評価登録フロー	""	ホストを評価する	""	ホストを評価する	情報	会議室評価	""	""	利用した会議室のホストを評価する	""
評価業務	評価登録フロー	""	ホストを評価する	""	ホストを評価する	情報	予約情報	""	""	""	""
評価業務	評価登録フロー	""	ホストを評価する	""	ホストを評価する	画面	ホスト評価画面	アクター	利用者	""	""
サービス運営業務	サービス運営管理フロー	""	手数料を分析する	""	手数料売上を分析する	情報	手数料情報	""	""	会議室別・貸出別の手数料売上を分析する	""
サービス運営業務	サービス運営管理フロー	""	手数料を分析する	""	手数料売上を分析する	情報	利用履歴	""	""	""	""
サービス運営業務	サービス運営管理フロー	""	手数料を分析する	""	手数料売上を分析する	画面	手数料分析画面	アクター	サービス運営担当者	""	""
サービス運営業務	サービス運営管理フロー	""	運用を管理する	""	運用状況を管理する	情報	利用履歴	""	""	サービス全体の運用状況を管理する	""
サービス運営業務	サービス運営管理フロー	""	運用を管理する	""	運用状況を管理する	画面	運用管理ダッシュボード	アクター	サービス運営担当者	""	""
サービス運営業務	利用状況管理フロー	""	利用履歴を確認する	""	利用履歴を管理する	情報	利用履歴	""	""	会員別・物件別の利用履歴を管理する	""
サービス運営業務	利用状況管理フロー	""	利用履歴を確認する	""	利用履歴を管理する	画面	利用履歴管理画面	アクター	サービス運営担当者	""	""
サービス運営業務	利用状況管理フロー	""	利用状況を分析する	""	利用状況を分析する	情報	利用履歴	""	""	会議室の利用状況を統計的に分析する	""
サービス運営業務	利用状況管理フロー	""	利用状況を分析する	""	利用状況を分析する	情報	会議室情報	""	""	""	""
サービス運営業務	利用状況管理フロー	""	利用状況を分析する	""	利用状況を分析する	画面	利用状況分析画面	アクター	サービス運営担当者	""	""
サービス運営業務	サービス問合せ対応フロー	""	サービスに問合せる	""	サービスに問合せる	情報	問合せ	""	""	サービス運営への問合せを送信する	""
サービス運営業務	サービス問合せ対応フロー	""	サービスに問合せる	""	サービスに問合せる	画面	サービス問合せ画面	アクター	利用者	""	""
サービス運営業務	サービス問合せ対応フロー	""	サービス問合せに対応する	""	サービス問合せに回答する	情報	問合せ	""	""	利用者からのサービス問合せに対応する	""
サービス運営業務	サービス問合せ対応フロー	""	サービス問合せに対応する	""	サービス問合せに回答する	画面	サービス問合せ回答画面	アクター	サービス運営担当者	""	""
精算業務	オーナー精算フロー	""	精算結果を確認する	""	精算結果を確認する	情報	精算情報	""	""	精算額と支払い状況を確認する	""
精算業務	オーナー精算フロー	""	精算結果を確認する	""	精算結果を確認する	情報	売上実績	""	""	""	""
精算業務	オーナー精算フロー	""	精算結果を確認する	""	精算結果を確認する	画面	精算結果確認画面	アクター	会議室オーナー	""	""
精算業務	オーナー精算フロー	""	精算額を計算する	""	精算額を計算する	情報	利用履歴	""	""	会議室別の利用履歴から精算額を算出する	""
精算業務	オーナー精算フロー	""	精算額を計算する	""	精算額を計算する	情報	手数料情報	""	""	""	""
精算業務	オーナー精算フロー	""	精算額を計算する	""	精算額を計算する	情報	精算情報	""	""	""	""
精算業務	オーナー精算フロー	""	精算額を計算する	""	精算額を計算する	条件	精算条件	""	""	""	""
精算業務	オーナー精算フロー	""	精算額を計算する	""	精算額を計算する	画面	精算処理画面	アクター	サービス運営担当者	""	""
精算業務	オーナー精算フロー	""	精算を実行する	""	精算を実行する	情報	精算情報	""	""	算出した精算額を決済機関経由でオーナーに支払う	""
精算業務	オーナー精算フロー	""	精算を実行する	""	精算を実行する	イベント	精算支払通知	外部システム	決済機関	""	""
精算業務	オーナー精算フロー	""	精算を実行する	""	精算を実行する	画面	精算実行画面	アクター	サービス運営担当者	""	""
